-270,-265,-260,-255,-250,-245,-240,-235,-230,-225,-220,-215,-210,-205,-200,-195,-190,-185,-180,-175,-170,-165,-160,-155,-150,-145,-140,-135,-130,-125,-120,-115,-110,-105,-100,-95,-90,-85,-80,-75,-70,-65,-60,-55,-50,-45,-40,-35,-30,-25,-20,-15,-10,-5,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90
-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-23.768,-21.516,-19.298,-17.132,-15.033,-13.019,-11.103,-9.3012,-7.6261,-6.0911,-4.7084,-3.4883,-2.4393,-1.5697,-0.88736,-0.39575,-0.098674,0,-0.098674,-0.39575,-0.88736,-1.5697,-2.4393,-3.4883,-4.7084,-6.0911,-7.6261,-9.3012,-11.103,-13.019,-15.033,-17.132,-19.298,-21.516,-23.768,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038,-26.038
39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,36.359,32.914,29.522,26.208,22.998,19.916,16.985,14.228,11.666,9.319,7.2037,5.3367,3.7321,2.4022,1.3573,0.60502,0.15199,0,0.15199,0.60502,1.3573,2.4022,3.7321,5.3367,7.2037,9.319,11.666,14.228,16.985,19.916,22.998,26.208,29.522,32.914,36.359,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831,39.831
-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-19.054,-17.248,-15.471,-13.734,-12.052,-10.437,-8.9004,-7.4559,-6.1139,-4.8832,-3.7744,-2.7962,-1.9554,-1.2588,-0.71114,-0.31736,-0.079336,0,-0.079336,-0.31736,-0.71114,-1.2588,-1.9554,-2.7962,-3.7744,-4.8832,-6.1139,-7.4559,-8.9004,-10.437,-12.052,-13.734,-15.471,-17.248,-19.054,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873,-20.873
63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,57.652,52.19,46.81,41.556,36.465,31.578,26.932,22.56,18.498,14.775,11.422,8.4608,5.917,3.8093,2.1523,0.95998,0.24024,0,0.24024,0.95998,2.1523,3.8093,5.917,8.4608,11.422,14.775,18.498,22.56,26.932,31.578,36.465,41.556,46.81,52.19,57.652,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156,63.156
28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,25.665,23.234,20.839,18.5,16.234,14.058,11.989,10.044,8.2346,6.5783,5.0845,3.7671,2.634,1.6954,0.95762,0.42703,0.10724,0,0.10724,0.42703,0.95762,1.6954,2.634,3.7671,5.0845,6.5783,8.2346,10.044,11.989,14.058,16.234,18.5,20.839,23.234,25.665,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116,28.116
60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,55.032,49.818,44.684,39.667,34.808,30.143,25.708,21.535,17.658,14.104,10.903,8.0772,5.6481,3.6355,2.0546,0.91582,0.22915,0,0.22915,0.91582,2.0546,3.6355,5.6481,8.0772,10.903,14.104,17.658,21.535,25.708,30.143,34.808,39.667,44.684,49.818,55.032,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287,60.287
57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,52.606,47.621,42.713,37.919,33.274,28.815,24.574,20.585,16.879,13.482,10.422,7.7206,5.3995,3.4758,1.9637,0.87563,0.21914,0,0.21914,0.87563,1.9637,3.4758,5.3995,7.7206,10.422,13.482,16.879,20.585,24.574,28.815,33.274,37.919,42.713,47.621,52.606,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628,57.628
35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,32.29,29.23,26.218,23.275,20.424,17.687,15.083,12.636,10.361,8.276,6.3974,4.7387,3.3146,2.1337,1.2052,0.53723,0.13428,0,0.13428,0.53723,1.2052,2.1337,3.3146,4.7387,6.3974,8.276,10.361,12.636,15.083,17.687,20.424,23.275,26.218,29.23,32.29,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373,35.373
-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-12.371,-11.199,-10.045,-8.9175,-7.8243,-6.7757,-5.7793,-4.8411,-3.9689,-3.1709,-2.4514,-1.8157,-1.2695,-0.81769,-0.46218,-0.20623,-0.051279,0,-0.051279,-0.20623,-0.46218,-0.81769,-1.2695,-1.8157,-2.4514,-3.1709,-3.9689,-4.8411,-5.7793,-6.7757,-7.8243,-8.9175,-10.045,-11.199,-12.371,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552,-13.552
-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-35.207,-31.872,-28.587,-25.377,-22.268,-19.284,-16.447,-13.777,-11.297,-9.0232,-6.9753,-5.1673,-3.6131,-2.3258,-1.3144,-0.58596,-0.14649,0,-0.14649,-0.58596,-1.3144,-2.3258,-3.6131,-5.1673,-6.9753,-9.0232,-11.297,-13.777,-16.447,-19.284,-22.268,-25.377,-28.587,-31.872,-35.207,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569,-38.569
-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-86.035,-77.883,-69.856,-62.014,-54.418,-47.125,-40.191,-33.667,-27.605,-22.051,-17.045,-12.627,-8.8306,-5.6836,-3.2117,-1.4316,-0.3584,0,-0.3584,-1.4316,-3.2117,-5.6836,-8.8306,-12.627,-17.045,-22.051,-27.605,-33.667,-40.191,-47.125,-54.418,-62.014,-69.856,-77.883,-86.035,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249,-94.249
-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.81228,-0.73554,-0.66026,-0.58566,-0.51402,-0.44462,-0.37976,-0.31779,-0.26109,-0.20809,-0.16127,-0.11915,-0.083309,-0.053395,-0.030107,-0.013214,-0.0035449,0,-0.0035449,-0.013214,-0.030107,-0.053395,-0.083309,-0.11915,-0.16127,-0.20809,-0.26109,-0.31779,-0.37976,-0.44462,-0.51402,-0.58566,-0.66026,-0.73554,-0.81228,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024,-0.89024
